0019_0020_0021_0022_fight_incident | 须藤打架事件 | ai_guided_choice | 2024-06-24 | foreshadow=True | rules=True | D班学生正在寻找目击者证明须藤的清白。栉田桔梗、平田洋介等人积极行动，但堀北铃音认为须藤自身行为有问题。
horikita_suzune_student_council_invitation | 堀北铃音的学生会邀请 | ai_guided_choice | 2024-12-24 | foreshadow=True | rules=False | 堀北铃音面临是否加入学生会的选择。这将影响她与哥哥的关系、与南云雅的对抗，以及D班在校园政治中的地位。玩家需要决定绫小路如何推动此事。
ibuki_confronts_manabe | 伊吹与真锅冲突 | fixed_story | 2025-03-01 | foreshadow=False | rules=False | 真锅志保挑衅伊吹，暗示龙园退学后下一个目标就是伊吹。石崎介入，带伊吹离开。
ibuki_mio_confrontation | 伊吹澪的挑战与密室对决 | ai_guided_choice | 2024-12-23 | foreshadow=True | rules=False | 在狭窄的仓库内，伊吹澪向绫小路清隆发起挑战。玩家需要决定绫小路如何应对这场决斗，这将影响与伊吹、C班的关系。
ibuki_reports_to_kiyotaka | 伊吹向绫小路报告 | fixed_story | 2025-03-01 | foreshadow=False | rules=False | 伊吹打电话给绫小路，报告已回收龙园的点数。绫小路邀请她和石崎来房间。
ibuki_retrieves_points_from_ryuen | 伊吹从龙园回收个人点数 | fixed_story | 2025-03-01 | foreshadow=False | rules=False | 伊吹深夜拜访龙园房间，龙园将全部个人点数（五百多万）转移给伊吹。
ibuki_special_01_kicking_horikita | 伊吹澪特典：踢倒堀北 | silent_fixed | 2026-04-14 | foreshadow=True | rules=False | 伊吹澪以粗暴的方式试图唤醒堀北铃音。
ichika_confronts_nagumo_night | 天泽一夏深夜威胁南云 | fixed_story | 2025-02-17 | foreshadow=True | rules=False | 南云雅离开，天泽一夏独自留在餐厅。
ichinose_accepts_nagumo_condition | 一之濑下定决心接受条件 | fixed_story | 2025-03-01 | foreshadow=False | rules=False | 一之濑最终下定决心，为了保护B班同学，准备接受南云的交往条件。
ichinose_announces_resignation_to_class | 一之濑向班级正式宣布辞去学生会 | fixed_story | 2025-12-09 | foreshadow=True | rules=False | 一之濑的发言暂时稳定了班级情绪。但神崎和姬野仍保持警惕，继续暗中观察。
ichinose_anxiety_day7 | 一之濑的异常状态（第七天） | fixed_story | 2025-02-12 | foreshadow=True | rules=False | 一之濑表现出异常消沉，绫小路判断女生方面将有风波。
ichinose_class_exam | 一之濑班的特别考试 | fixed_story | 2025-09-17 | foreshadow=False | rules=False | 一之濑帆波的B班也面临同样的第五道课题。神崎隆一投了赞成票，试图改变班级'绝不牺牲任何人'的思维，甚至表示愿意让自己退学。但经过星之宫知惠分享学生时代经历后，全
ichinose_class_internal_conflict_begins | 一之濑班内部矛盾浮现 | ai_guided_choice | 2025-12-07 | foreshadow=True | rules=False | 神崎等人决定请绫小路帮忙试探一之濑的真实想法。绫小路同意。渡边私下请求绫小路帮忙探听网仓麻子喜欢的男生类型。
ichinose_confession_to_kiyotaka | 一之濑帆波向绫小路清隆告白 | ai_guided_choice | 2025-12-22 | foreshadow=True | rules=False | 一之濑告白：她原本打算通过约会做个了结，但发现自己仍然喜欢绫小路。她表示不会奢求更多，但今后会努力让绫小路转头看向她。她要求绫小路守望她的将来，并约定学年末时再
ichinose_considers_deal_with_nagumo | 一之濑考虑与南云交易 | fixed_story | 2025-03-04 | foreshadow=True | rules=False | 一之濑帆波为了保护B班，正面临艰难的选择：是接受南云雅的交往条件以换取个人点数，还是眼睁睁看着同学退学。
ichinose_continuous_nomination | 一之濑连续十次指名轻井泽 | fixed_story | 2024-12-02 | foreshadow=True | rules=False | 一之濑的连续指名实为与堀北的暗中合作，目的是让坂柳班跌至最后一名。一之濑向轻井泽道歉，轻井泽接受解释。
ichinose_horikita_conversation_2024_10 | 堀北与一之濑的对话与栉田的监视 | fixed_story | 2024-10-19 | foreshadow=True | rules=False | 堀北与一之濑的对话让堀北对人性有了新的认识，但栉田的监视表明她不会轻易放过堀北。赌注的阴影笼罩着D班。
ichinose_negotiates_with_nagumo | 一之濑与南云谈判 | ai_guided_choice | 2025-03-01 | foreshadow=False | rules=False | 一之濑打电话给南云雅，确认借款条件。南云要求一之濑与他交往作为条件之一，一之濑内心挣扎。
ichinose_resigns_from_student_council | 一之濑帆波辞去学生会 | fixed_story | 2025-12-01 | foreshadow=True | rules=False | 一之濑帆波辞去学生会，班级内部开始动荡。神崎隆二、姬野朱音等人担心一之濑的精神状态，秘密计划了解她的真实想法。
ichinose_reveals_truth | 一之濑看穿真相 | fixed_story | 2024-08-01 | foreshadow=True | rules=False | 一之濑向绫小路展示了她对全局的掌控。她不仅看穿了手机掉包，还推测出轻井泽才是真正的优待者。她选择不揭穿，而是利用这一点来引导考试走向对B班有利的结果。绫小路意识
ike_and_shinohara_development | 池宽治与筱原皋月的意外发展 | fixed_story | 2024-12-23 | foreshadow=True | rules=False | 池宽治与筱原皋月的关系出现了新的发展，这可能影响D班内部的社交动态。
ike_and_shinohara_relationship_advance | 池与筱原关系突破 | silent_fixed | 2025-12-24 | foreshadow=True | rules=False | 在咖啡厅聚会中，池和筱原手牵手出现，态度亲密，证实了关系突破。
ishizaki_and_ibuki_plan_to_save_ryuen | 石崎与伊吹密谋拯救龙园 | fixed_story | 2025-03-01 | foreshadow=False | rules=False | 石崎和伊吹讨论拯救龙园的可能性，伊吹决定从龙园那里回收个人点数。
kamiya_departure | 神室真澄退学 | fixed_story | 2024-12-02 | foreshadow=True | rules=False | 神室真澄退学，坂柳内心受到冲击，但表面保持冷静。绫小路指出神室对坂柳的重要性，坂柳最终承认神室是朋友。
karuizawa_discovers_kiyotaka_ichinose_meeting | 轻井泽惠发现绫小路与一之濑在健身房见面 | fixed_story | 2025-12-23 | foreshadow=True | rules=False | 轻井泽收到森宁宁传来的照片，拍到了绫小路与一之濑从健身房出来的画面。一之濑正好出现，表示自己定期上健身房，绫小路也决定开始上。一之濑解释与绫小路见面是为了商量班
karuizawa_gift_exchange | 轻井泽惠赠送圣诞礼物 | fixed_story | 2024-12-25 | foreshadow=True | rules=False | 轻井泽惠赠送礼物后，两人关系进一步深化。轻井泽表达对绫小路的信任，并承诺继续作为伙伴。
katsuragi_encounter_and_anonymous_letter | 与葛城交谈及匿名信事件 | fixed_story | 2024-12-04 | foreshadow=True | rules=False | 一之濑公开回应，表示将向学校证明清白，次日校方宣布无违法行为。
katsuragi_warning_2024_10_mid | 葛城的警告与龙园的威胁 | fixed_story | 2024-10-16 | foreshadow=True | rules=False | 葛城的警告让绫小路意识到龙园正在对D班发动攻击，而A班内部也因坂柳的存在而分裂，局势变得更加复杂。
keisei_birthday_gift | 轻井泽惠收到绫小路送的项链 | fixed_story | 2025-03-14 | foreshadow=False | rules=False | 绫小路清隆送给轻井泽惠一条金色心形项链作为生日礼物兼白色情人节回礼。轻井泽非常惊讶，认为这礼物太郑重，几乎等同于表白。绫小路解释这是他第一次给女生送礼物，精心挑
keycard_theft_and_leadership_switch | 钥匙卡失窃与领导者转移 | ai_guided_choice | 2024-08-06 | foreshadow=True | rules=True | 堀北铃音弃权，绫小路清隆成为D班新领导者。他利用这一身份，成功猜测A班和C班领导者，使D班获得第一名。
kiriyama_meeting | 桐山副会长密会 | ai_guided_choice | 2024-12-25 | foreshadow=True | rules=False | 桐山副会长请求绫小路清隆协助对抗南云雅。玩家可以选择接受或拒绝。接受将开启与南云对抗的剧情线，拒绝则可能避免直接冲突。
kiriyama_warning_ayano | 桐山副会长警告绫小路 | fixed_story | 2024-07-13 | foreshadow=True | rules=False | 桐山副会长警告绫小路不要干涉他与南云的对决，并透露自己已放弃班级竞争，专注于个人胜负。
kiryuin_meets_ayano | 鬼龙院枫花接触绫小路清隆 | fixed_story | 2024-07-13 | foreshadow=True | rules=False | 鬼龙院枫花对绫小路产生兴趣，并表示期待在无人岛考试中与他交手。
kito_confrontation_and_reconciliation | 鬼头隼挑战与和解 | fixed_story | 2026-04-15 | foreshadow=True | rules=False | 绫小路与鬼头隼的战斗与和解，标志着C班内部整合完成。
kiyotaka_birth_and_white_room | 绫小路清隆出生并被送入白屋 | fixed_story | 2025-04-01 | foreshadow=True | rules=False | 绫小路清隆成为白屋第四期生，开始接受最严格的β课程教育。
kiyotaka_challenges_sakurako | 绫小路向坂柳提出正式对决 | fixed_story | 2025-03-02 | foreshadow=False | rules=False | 绫小路告诉坂柳，要在一年级最后一场考试中正式与她一决胜负。坂柳同意。
kiyotaka_encounters_moonlight | 绫小路遭遇代理理事长月城 | fixed_story | 2025-03-02 | foreshadow=False | rules=False | 代理理事长月城出现，踢飞坂柳的拐杖，并掐住绫小路的脖子，威胁他退学。绫小路未做抵抗。
kiyotaka_enroll_anhs | 绫小路清隆决定入学高度育成高等学校 | silent_fixed | 2025-04-01 | foreshadow=True | rules=False | 清隆被决定入学高度育成高等学校，绫小路笃臣开始为政治复出做准备。
kiyotaka_first_outing | 绫小路清隆首次外出与心理诊所会面 | fixed_story | 2025-04-01 | foreshadow=True | rules=False | 清隆在诊所与雪见面，雪表现出对清隆的强烈依恋，但清隆冷漠回应，认为见面无益。
kiyotaka_four_year_old_exam | 绫小路清隆四岁笔试放水事件 | ai_guided_choice | 2029-04-01 | foreshadow=True | rules=False | 绫小路清隆向父亲解释放水是为了保留更多弱者以获取经验，而非出于同伴意识。
kiyotaka_meets_ryuen_after_exam | 绫小路与龙园考后对话 | fixed_story | 2025-03-02 | foreshadow=False | rules=False | 绫小路与龙园在校舍后方对话。龙园意识到绫小路在背后操纵了拯救他的计划。
kiyotaka_meets_sakurako_after_exam | 绫小路与坂柳考后对话 | fixed_story | 2025-03-02 | foreshadow=False | rules=False | 绫小路与坂柳在特别教学大楼见面。坂柳解释了她操纵山内和将A班赞美票投给绫小路的原因。
kiyotaka_nine_year_old_combat_test | 绫小路清隆九岁实战测试 | fixed_story | 2034-04-01 | foreshadow=True | rules=False | 绫小路清隆在测试中表现出毫无感情的战斗状态，被父亲和研究者们评价为‘异常’的存在。
kiyotaka_six_year_old_card_test | 绫小路清隆六岁卡片记忆测试 | fixed_story | 2031-04-01 | foreshadow=True | rules=False | 绫小路清隆成为第一个在卡片测试中取得满分的孩子，展现出惊人的观察力和记忆力。
kiyotaka_two_year_old_test | 绫小路清隆两岁糖果测试 | fixed_story | 2027-04-01 | foreshadow=True | rules=False | 绫小路清隆在测试中表现出与众不同的观察力和逻辑推理能力，被教官们视为特殊存在。
koenji_ends_monkey_group_exam | 高圆寺六助提前结束猴组考试 | silent_fixed | 2024-07-25 | foreshadow=False | rules=False | 高圆寺六助在第一天就通过某种方式结束了猴组的考试，成为第一个完成考试的学生。这一突发事件在全校引起轰动。
koenji_exposes_plan | 高圆寺暴露A班毕业计划 | fixed_story | 2025-01-09 | foreshadow=False | rules=False | 高圆寺的A班毕业计划被南云揭穿，小组负责人最终由幸村启诚担任。
koenji_father_meeting | 高圆寺父子与绫小路笃臣接触 | fixed_story | 2026-04-01 | foreshadow=False | rules=False | 高圆寺六助在走廊与绫小路清隆对话，警告他不要过多干涉。绫小路清隆表示计划转班以保持班级平衡。
koenji_minimum_promise_day7 | 高圆寺承诺最低限度配合（第七天） | fixed_story | 2025-02-12 | foreshadow=True | rules=False | 高圆寺承诺完成最低要求，但拒绝额外贡献。小组其他成员决定分担更多距离。
koenji_refuses_cooperation_2025_02_06 | 高圆寺拒绝合作 | fixed_story | 2025-02-06 | foreshadow=True | rules=False | 绫小路与高圆寺对话，高圆寺阐述自己的哲学，拒绝参与交流会。
koenji_refuses_cooperation_day5 | 高圆寺拒绝合作（第五天） | fixed_story | 2025-02-10 | foreshadow=True | rules=False | 高圆寺拒绝为小组出力，坚持只按自己意愿行动。绫小路判断强行说服无效，决定暂时放任。
koenji_solo_elimination | 高圆寺单枪匹马击倒B班9人 | fixed_story | 2026-06-21 | foreshadow=True | rules=False | 高圆寺的突然参战改变了力量平衡。B班损失9人，C班和D班的同盟计划加速推进。
kouenji_horikita_bargain | 高圆寺六助与堀北铃音谈判 | ai_guided_choice | 2024-07-16 | foreshadow=True | rules=False | 高圆寺六助与堀北铃音达成协议：若高圆寺在无人岛考试中单独获得第一名，他将获得完全自由；否则需在下次考试中协助班级。
kushida_and_hosen_encounter | 栉田与八神（天泽）的对峙 | fixed_story | 2024-11-12 | foreshadow=True | rules=False | 八神与栉田进行了秘密对话。八神知道栉田的过去和她在全场一致考试中的行动。栉田试图结束与八神的关系，但八神似乎并不打算就此罢休。
kushida_and_nanase_join_student_council_official | 栉田和七濑正式注册为学生会成员 | fixed_story | 2025-12-03 | foreshadow=True | rules=False | 栉田和七濑正式成为学生会成员。学生会结构变为：会长堀北铃音，成员栉田桔梗、七濑翼，以及即将退任的南云雅和桐山。
kushida_betrayal_revealed | 栉田背叛揭露 | ai_guided_choice | 2024-10-01 | foreshadow=True | rules=False | 三人在走廊进行最终对峙。玩家需选择堀北的应对策略：强硬对抗、寻求妥协、或利用录音证据反击。此选择将影响栉田的后续行动和班级内部信任。
kushida_contact_and_negotiation | 绫小路与栉田接触并谈判 | ai_guided_choice | 2026-04-14 | foreshadow=True | rules=False | 绫小路与栉田进行秘密谈判，栉田的态度暧昧，但未完全拒绝。绫小路暗示掌握其秘密。
kushida_defeat_and_ryuuen_revelation | 栉田败北与龙园揭露真相 | fixed_story | 2024-12-08 | foreshadow=True | rules=False | 龙园透露作弊小抄是X放入栉田外套，并展示真锅等人的照片，威胁要逼出幕后黑手。
kushida_handling_delegation | 栉田桔梗处理权移交 | ai_guided_choice | 2025-03-31 | foreshadow=False | rules=False | 绫小路清隆将栉田桔梗的处理权交给堀北铃音。堀北铃音表示不会轻易让同学退学，但若贡献度最低则另当别论。
kushida_ichinose_meeting_before_exam | 栉田与一之濑在考试前偶遇 | silent_fixed | 2025-12-09 | foreshadow=True | rules=False | 这次偶遇没有产生重大影响，但栉田对一之濑的状况有了初步了解。
kushida_joins_student_council_after_kneeling | 栉田桔梗加入学生会（堀北下跪） | ai_guided_choice | 2025-12-02 | foreshadow=True | rules=False | 栉田桔梗正式加入学生会，成为堀北铃音的部下。两人关系微妙，但栉田的加入为B班带来优势。
kushida_night_encounter | 栉田桔梗深夜拥抱绫小路 | fixed_story | 2024-07-25 | foreshadow=False | rules=False | 深夜在甲板上，绫小路清隆偶遇栉田桔梗。栉田突然拥抱绫小路，随后又急忙离开，留下困惑的绫小路。
kushida_true_face | 发现栉田的另一面 | fixed_story | 2024-05-08 | foreshadow=False | rules=False | 绫小路发现了栉田的双重人格，并推测她与堀北在入学前就认识。栉田要求绫小路保守秘密。
kushida_warning | 栉田桔梗警告绫小路 | fixed_story | 2025-03-08 | foreshadow=False | rules=False | 栉田桔梗在走廊追上绫小路，解释自己为何不帮助堀北：因为她参与了让绫小路退学的计划，已无脸面站到领导位置。绫小路表示怀疑。栉田内心认为绫小路是个非常可怕的人。
library_encounter_shiratori | 图书馆偶遇椎名日和 | fixed_story | 2024-12-23 | foreshadow=False | rules=False | 绫小路和椎名日和讨论书籍，并共进午餐。
library_encounter_with_hiori | 图书馆偶遇椎名日和 | ai_guided_choice | 2024-12-16 | foreshadow=True | rules=False | 绫小路清隆与C班椎名日和共进午餐。椎名表现出对小说的热爱，并借给绫小路私人物品——艾勒里·昆恩的小说。这可能是C班刺探绫小路的陷阱，也可能是单纯的兴趣交流。
light_novel_afterword | 后记 - 一年级篇完结 | silent_fixed | 2025-03-10 | foreshadow=False | rules=False | 一年级生篇本篇完结。下回将是春假的故事，以学生们这一年的变化为主轴。
lunch_with_栉田 | 栉田桔梗的午餐邀约 | fixed_story | 2024-08-08 | foreshadow=True | rules=False | 栉田与堀北的对话揭示了栉田对过去被揭露的恐惧，以及她将堀北视为首要排除目标的决心。堀北意识到两人无法和解。
maid_cafe_location_decision | 女仆咖啡厅摆摊地点决定 | ai_guided_choice | 2024-11-01 | foreshadow=False | rules=False | 六人投票决定摆摊地点：石头代表一楼，剪刀代表二楼，布代表三楼。投票结果：四人出石头（一楼），两人出剪刀（二楼），无人出布。最终决定申请在一楼摆摊。
maid_cafe_proposal | 女仆咖啡厅企划提案 | ai_guided_choice | 2025-09-15 | foreshadow=False | rules=False | 佐藤麻耶、松下千秋和小美雪向堀北铃音和绫小路清隆展示了女仆咖啡厅的企划。堀北表示会尽力支持，并委托绫小路负责监督该节目。绫小路被任命为女仆咖啡厅的店长。
matsushita_suspicion_and_tracking | 松下千秋的疑心与跟踪 | ai_guided_choice | 2025-04-03 | foreshadow=False | rules=False | 松下千秋跟踪绫小路清隆，看到他跟月城代理理事长交谈。她怀疑绫小路清隆隐藏实力，并试图接触他。
may_first_revelation | 五月一日点数归零与实力主义真相 | fixed_story | 2024-05-01 | foreshadow=False | rules=False | 五月一日，D班学生发现点数未汇入。茶柱老师揭示真相：班级点数因迟到、私下交谈等行为被扣至零。公布各班级点数：A班940、B班650、C班490、D班0。宣布期中
meeting_with_ichinose_honami_2025_04_02 | 与一之濑帆波的合作解除与约定 | ai_guided_choice | 2025-04-02 | foreshadow=False | rules=False | 绫小路清隆与堀北铃音、一之濑帆波在榉树购物中心咖啡厅会面。堀北提出解除与B班的合作关系。之后，绫小路在雨中陪伴一之濑，并约定一年后再见面。
meeting_with_shiina_hiori_2025_03_25 | 与椎名日和的书店约会 | ai_guided_choice | 2025-03-25 | foreshadow=False | rules=False | 春假期间，绫小路清隆与椎名日和会面，讨论书籍和学年末考试。日和询问绫小路是否改变了龙园翔，绫小路间接承认。
midnight_meeting_with_chabashira | 茶柱佐枝的深夜密谈 | fixed_story | 2024-08-09 | foreshadow=True | rules=False | 茶柱与绫小路的关系出现转机，月城正式退出舞台，但White Room的阴影依然笼罩。
midnight_meeting_with_horikita_senpai | 与堀北学的深夜密会 | fixed_story | 2025-01-11 | foreshadow=False | rules=False | 堀北学询问南云是否有异常行动，绫小路表示未发现，但预感堀北学可能会输。
midterm_exam | 期中考 | fixed_story | 2024-05-16 | foreshadow=True | rules=True | 考试过程中，须藤因未背诵英文答案而陷入困境。堀北在英文考试中故意只考51分，试图降低平均分以改变及格线。
midterm_exam_announcement | 期中考通知与读书会提议 | ai_guided_choice | 2024-05-07 | foreshadow=True | rules=False | 绫小路面临选择：是否协助堀北组织读书会，拯救面临退学危机的须藤等人。
midterm_exam_results_2024_10 | 期中考结果公布与D班的成长 | fixed_story | 2024-10-17 | foreshadow=True | rules=True | 期中考的顺利通过增强了D班的信心，但茶柱老师随后宣布了新的特别考试——Paper Shuffle，包括配对制度和班级对抗出题，让班级再次陷入紧张。
mixed_group_special_exam_announcement | 混合小组特别考试说明会 | fixed_story | 2024-07-24 | foreshadow=True | rules=True | 真嶋老师正在向兔组（卯组）成员说明特别考试规则：每组有一名'优待者'，考试有四种结果，涉及班级点数和个人点数的得失。
mixed_training_camp_announcement | 混合合宿特别考试说明 | fixed_story | 2025-01-09 | foreshadow=False | rules=True | 特别考试混合合宿开始，所有学生被要求组成小组，并最终形成跨年级的大组。
miyabi_and_ike_confession_night | 池宽治的烦恼与告白之夜 | fixed_story | 2025-07-22 | foreshadow=True | rules=False | 池宽治在七濑翼的鼓励下重新振作，决定先专注于通过特别考试。
miyabi_and_shinohara_accident | 小宫与木下的坠落事故 | ai_guided_choice | 2025-07-23 | foreshadow=True | rules=False | 小宫和木下因伤退出考试。筱原独自一人，面临退学危机。池宽治决心帮助筱原。绫小路清隆开始制定救援计划。七濑翼在追赶可疑人物时，看到了具有特征的发色和发型。
morishita_bridge_shiraishi_student_council_eavesdropping | 森下、桥本、白石偷听堀北与七濑对话 | fixed_story | 2026-04-15 | foreshadow=True | rules=False | C班三人组发现七濑的可疑行为，暗示月城势力仍在活动。
morishita_special_01_rubber_eraser_battle | 森下蓝特典：橡皮擦大战 | silent_fixed | 2026-04-15 | foreshadow=True | rules=False | 森下蓝对绫小路进行幼稚的恶作剧，但被轻易识破。
morning_talk_with_tsubasa | 清晨与椿樱子的对话 | fixed_story | 2025-02-17 | foreshadow=True | rules=False | 椿樱子离开，绫小路清隆与堀北、伊吹、栉田汇合。
morning_training_with_horikita_ibuki | 堀北与伊吹的清晨特训 | fixed_story | 2025-02-16 | foreshadow=True | rules=False | 特训结束后，三人讨论交流会的安排。伊吹决定跟随堀北行动。
movie_outing_and_keisei_encounter | 看电影与轻井泽偶遇 | fixed_story | 2024-12-02 | foreshadow=True | rules=False | 佐藤麻耶挽住绫小路手臂，佐仓爱里感到不安并询问绫小路与佐藤的关系。
mysterious_visitor_at_dorm | 宿舍的神秘访客 | fixed_story | 2025-10-02 | foreshadow=False | rules=False | 一名神秘男子在宿舍来访，警告你关于月城和White Room学生的事。他自称中立。坂柳对他的声音有印象，但不确定是谁。
nagumo_and_horikita_brother_encounter | 南云与堀北学的对峙 | fixed_story | 2025-03-01 | foreshadow=True | rules=False | 南云雅对堀北学表现出强烈的执念，并暗示可能会利用堀北铃音来达成目的。
nagumo_challenge_ayanokoji_2025_02_06 | 南云雅的对决挑战 | ai_guided_choice | 2025-02-06 | foreshadow=True | rules=False | 绫小路接受南云的对决挑战，开始参加所有游戏。南云的小组由他亲自指挥，目标是小组优胜。
nagumo_encounter | 南云雅接触绫小路 | fixed_story | 2024-12-25 | foreshadow=True | rules=False | 南云雅的出现标志着绫小路清隆开始被高年级势力注意。玩家需要意识到南云可能成为未来的威胁。
nagumo_horikita_confrontation_midnight | 南云与堀北学的深夜对峙 | fixed_story | 2025-02-12 | foreshadow=True | rules=False | 南云暗示已针对堀北学设局，但未透露具体手段。堀北学保持警惕。
nagumo_kiryuin_confrontation | 南云雅与鬼龙院枫花对峙 | fixed_story | 2024-07-13 | foreshadow=True | rules=False | 南云雅与鬼龙院枫花对峙，鬼龙院拒绝合作，并警告南云不要忽视绫小路。
nagumo_summon_to_student_council | 南云雅召唤至学生会室 | ai_guided_choice | 2024-09-20 | foreshadow=True | rules=False | 南云要求绫小路在体育祭中与他战斗，绫小路需要决定是否接受挑战。一之濑在场，但显得疏远。
nagumo_vs_ayano_duel_postponed | 南云与绫小路的对决因一之濑辞退而搁置 | fixed_story | 2025-12-01 | foreshadow=True | rules=False | 南云与绫小路的对决暂时搁置，但南云明确表示不会放弃。绫小路需要警惕南云未来的行动。
nanase_joins_student_council | 七濑翼加入学生会 | fixed_story | 2025-12-02 | foreshadow=True | rules=False | 七濑翼正式加入学生会，成为一年级代表。她与栉田桔梗相处融洽。
negotiation_with_first_year_d_students | 与一年D班白鸟等人的点数谈判 | ai_guided_choice | 2024-04-02 | foreshadow=True | rules=False | 点数交易已成为一年级生的普遍认知。一年D班学生受宝泉控制，要求高额点数。
negotiation_with_nanase_tsubasa | 与七濑翼的初步接触 | ai_guided_choice | 2024-04-03 | foreshadow=True | rules=False | 绫小路与七濑建立初步联系，七濑答应安排与一年D班的讨论。
night_call_with_keisei | 轻井泽惠的深夜电话 | fixed_story | 2024-08-08 | foreshadow=True | rules=False | 惠表现出对绫小路的强烈占有欲和不安，但最终被安抚。两人约定从第二学期开始公开交往关系。
night_talk_reconciliation_day6 | 夜间谈心与小组和解（第六天） | fixed_story | 2025-02-11 | foreshadow=True | rules=False | 小组在夜间谈话中增进理解，幸村道歉，石崎承认自己也有责任。小组凝聚力提升。
panty_theft_incident | 内裤失窃事件 | ai_guided_choice | 2024-08-02 | foreshadow=True | rules=False | 内裤失窃事件导致D班男女分裂。绫小路清隆推断犯人是C班间谍伊吹澪，但未公开证据。平田洋介请求绫小路协助寻找犯人，并承诺隐瞒真相。
paper_shuffle_announcement_2024_10 | 特别考试「Paper Shuffle」宣布 | fixed_story | 2024-10-17 | foreshadow=True | rules=True | Paper Shuffle的规则复杂且严苛，配对制度和班级出题机制让D班必须团结一致，否则将面临退学风险。堀北开始组织作战会议。
paper_shuffle_exam_aftermath | Paper Shuffle考试后续与C班监视 | fixed_story | 2024-12-13 | foreshadow=True | rules=False | C班对D班学生的监视和跟踪行为公开化。绫小路组讨论C班的动机。绫小路清隆与A班神室真澄进行秘密交涉。
paper_shuffle_with_first_years_announcement | 特别考试：与一年级搭档的Paper Shuffle | ai_guided_choice | 2024-04-01 | foreshadow=True | rules=True | 特别考试期间，学生需积极寻找搭档。学力低的学生面临退学风险，学力高的学生成为争夺对象。个人点数交易开始盛行。
persuading_hasebe_and_miyake | 说服长谷部波瑠加与三宅明人 | ai_guided_choice | 2025-11-01 | foreshadow=True | rules=False | 长谷部波瑠加陷入动摇。绫小路清隆需要选择如何说服她：1) 强调佐仓爱里的成长与期望；2) 指出她的自私与过度保护；3) 让她亲眼看到女仆装的意义。每个选择会影响
phone_swap_plan | 手机掉包计谋 | ai_guided_choice | 2024-08-01 | foreshadow=True | rules=False | 在兔组最后的讨论中，绫小路和幸村上演了一出‘幸村是优待者’的戏码，但被一之濑识破。一之濑通过拨打手机号码的方式，证明手机真正的主人是绫小路。绫小路的计谋失败，他
poker_night_2025_02_07 | 扑克牌之夜 | fixed_story | 2025-02-07 | foreshadow=True | rules=False | 扑克牌游戏进行中，森下获胜后意犹未尽，山村的存在感问题被凸显。
pole_toppling_defeat | 倒杆大赛惨败与龙园的犯规 | fixed_story | 2024-10-01 | foreshadow=False | rules=False | 须藤因龙园的犯规而愤怒，但无法证明。
post_sports_festival_reflection | 体育祭后的反思与未来计划 | fixed_story | 2025-10-15 | foreshadow=False | rules=False | 堀北与你交谈，反思了全场一致考试和体育祭的得失。她表示会继续向前迈进，并称你为不可或缺的存在。你内心计划未来离开班级。
pre_exam_strategy_meeting | 特别考试前夜策略会议 | ai_guided_choice | 2025-09-16 | foreshadow=False | rules=False | 绫小路清隆在房间召集平田洋介和轻井泽惠，讨论特别考试的对策。绫小路要求两人从幕后支援堀北，并约定暗号。绫小路警告平田，如果剩余时间不足2小时仍无法通过，他可能会
rabbit_group_first_meeting | 兔组第一次小组讨论 | ai_guided_choice | 2024-07-25 | foreshadow=False | rules=True | 兔组（卯组）成员在指定房间进行第一次小组讨论。A班提出'不讨论'策略，一之濑帆波试图主导讨论。轻井泽惠与C班真锅志保发生冲突。
recruiting_kushida | 拉拢栉田加入读书会 | ai_guided_choice | 2024-05-07 | foreshadow=False | rules=False | 绫小路成功说服栉田加入，但堀北对此表示强烈反对。绫小路需要协调两人之间的矛盾。
reforming_study_group | 重建读书会与栉田的加入 | ai_guided_choice | 2024-05-09 | foreshadow=False | rules=False | 堀北、绫小路、栉田三人正式结盟。栉田利用其影响力重新召集须藤等人，并制定新的学习计划。
relationship_public_revelation | 绫小路与轻井泽交往关系公开 | fixed_story | 2025-09-16 | foreshadow=False | rules=False | 午休时，轻井泽惠在教室公开宣布与绫小路清隆的交往关系，引发全班轰动。绫小路组的成员（尤其是佐仓爱里和波瑠加）受到冲击。
relay_race_showdown | 接力赛与绫小路对决堀北学 | fixed_story | 2024-10-01 | foreshadow=True | rules=False | 绫小路与堀北学在接力赛上全力奔跑，超越其他选手。最终因前方选手摔倒阻挡，堀北学险胜。绫小路展现惊人速度，引起全校关注。
rental_shop_encounter_shirakawa | 出租店偶遇白波千寻 | fixed_story | 2025-12-24 | foreshadow=True | rules=False | 白波千寻询问绫小路与一之濑帆波的关系，表达了对一之濑的关心和担忧。绫小路安抚了她，并给予忠告。
restricted_area_expansion | 禁止使用区域从外围开始缩圈 | silent_fixed | 2026-06-21 | foreshadow=True | rules=False | 禁止使用区域每轮事件刷新后扩大，迫使各班向中央区域聚集。战斗风险持续上升。
revenge_match_against_ichika_result | 堀北与伊吹对天泽的雪耻战结果 | fixed_story | 2025-02-17 | foreshadow=True | rules=False | 栉田桔梗作为见证人观战。绫小路清隆未直接观战。
road_relay_practice_day5 | 道路接力赛练习（第五天） | fixed_story | 2025-02-10 | foreshadow=True | rules=False | 小组练习中，高圆寺擅自离队，绫小路追回并与之对话。高圆寺暗示知晓绫小路与龙园的关系，但承诺保密。
